C,A,M,Y
0.7748311762320539,1,0.7888397082365156,0.6505329142217653
0.21605416676685235,0,0.23156109688078583,0.26446510769688314
0.5788514500139827,0,0.4211084604689897,0.43399445110215157
0.1519767320389548,0,0.17830307312571048,0.14294754991477512
0.4210636455933454,1,0.7011592848700329,0.5860015843587727
0.5190710919492811,0,0.47638231832305117,0.5268402599908634
0.22854661484230648,0,0.3697139901492628,0.19378756841125577
0.680768251346229,0,0.4224873748797033,0.4013129568801374
0.4467160637617693,0,0.17668369225009012,0.3712556608250774
0.2644641481436954,0,0.14703091569294932,0.1370024680249682
0.87030764196959,1,0.5384418619952012,0.8153843386221502
0.5378832799105606,0,0.4473489041846771,0.465051121992195
0.7577094585457053,0,0.5208445639476554,0.5436285590746948
0.47473419891909396,0,0.37304950229337347,0.5944763591940915
0.42946966907162537,0,0.36434430787866745,0.38256950225737435
0.6304268323642254,1,0.9737322583372895,0.7780963953512561
0.35521389536552556,0,0.2861483891515946,0.507126437000282
0.481490013622904,0,0.021223101210089097,0.4004379991509191
0.6315556870730471,1,0.585025336100478,0.5950154241486018
0.4421318704256397,0,0.48155720689030124,0.5374940659627171
0.24320239489997697,0,0.3975686923331552,0.24209650620321102
0.28441389980343773,0,0.2659331196214175,0.22028999399071722
0.21935778901296,0,0.23021997245590134,0.3247904853012848
0.7523081502164468,1,0.6417744188037176,0.9004237955787175
0.2569254683800373,1,0.47981529146829405,0.7110462416460138
0.28526022423521374,1,0.6181481765372517,0.3385308689814351
0.25720650759749764,0,0.5504321822151965,0.46420860388996593
0.4637833093419469,1,0.768585906714945,0.59754075565244
0.6246286769719577,1,0.7197253705156118,0.5158370198538609
0.18182629645766799,1,0.6791175757175579,0.7119159752082826
0.8328288320628149,1,0.7388692951451767,0.7338688206613586
0.805979306879495,1,0.6592345929726277,0.7083091759397774
0.543358604603455,1,0.8163369497332947,0.8729215622982864
0.525093370396314,1,0.6221163530510193,0.6084753840100275
0.4515663289889054,1,0.65776730442391,0.5687434947586889
0.396971589824137,0,0.3063851447091866,0.49134511436096207
0.09727301218666992,0,0.37237653043182095,0.3987785180134909
0.43220697315959566,1,0.5560417289026941,0.7579135096597214
0.8062639177969628,1,0.7441862718992072,0.9108653176277681
0.6188482914459421,1,0.6022182515620801,0.7676922515570498
0.5412679027802559,1,0.6684268754429921,0.6434571274548507
0.6044233960942614,1,0.805010765199424,0.5498703912184271
0.6941631341066848,1,0.6985830297261951,0.6838344233100325
0.3170499051478458,0,0.5328927773909872,0.202032292834007
0.35142305029425064,0,0.33110056759853734,0.5866010713880898
0.5447665124593346,1,0.5315718181481451,0.6832110769473416
0.2899288504509896,0,0.21496994628002342,0.20969904585182225
0.42458679347958694,0,0.23416150371950673,0.5681822539681534
0.8061567595481814,1,0.5980708247032023,0.6051172879690495
0.8660651872630785,0,0.11593842376949998,0.5880144844823701
0.5179851466410086,0,0.08912165409243403,0.443946468947694
0.3464451060402024,0,0.1817449190783769,0.436719586860676
0.45101207315235786,1,0.6821460794701029,0.5364659123676905
0.34173640858005944,0,0.2892810843472723,0.33848128620198203
0.5631792845170698,0,0.11957113856791614,0.25451707479367164
0.5640600658388559,1,0.8000554315230097,0.7413812902705197
0.6463012026767851,1,0.8269309182165993,0.7144784731344536
0.7025913112629705,1,0.745930073525836,0.8002468887165859
0.6070698059812424,0,0.22885186586167283,0.3699328498669503
0.7397035282150906,1,0.6909581901233658,0.6342240892245391
0.45564856368676765,1,0.6982520681195757,0.6049170982051314
0.3679605598000172,0,0.5334379274994494,0.2624726779509088
0.33656701989224297,0,0.4110353557004477,0.4331617388851956
0.5695319989743088,1,0.8324406423527733,0.8270105405065756
0.24763735459020889,1,0.802969321799402,0.5704958438535777
0.5377623165438452,0,0.4153723297126766,0.4781700466309237
0.5393684262296543,0,0.41101750009440047,0.3649690696466989
0.7841816403133369,1,0.725979049147542,0.650650164041189
0.3219928874244804,0,0.4800332389235287,0.31408990560093425
0.46475873885317653,1,0.6768699013047063,0.6114866709598445
0.5543963534938428,1,0.5669932641517065,0.7959968910523324
0.345155536391613,0,0.18240199458618347,0.35381060235643114
0.6424247569525746,1,0.7179517904969712,0.40047291685778236
0.2656872805663483,0,0.4100612640786412,0.4208399614772802
0.8128557483617628,0,0.24295070660290705,0.5349156413573596
0.9094043056446913,0,0.3574468077133147,0.6477156120204297
0.4982784104010409,0,0.4018676783478877,0.4271341541207111
0.4825560161471189,1,0.6889213113418405,0.6609899587358141
0.5360952212114518,1,0.4865602148477255,0.7967855761799982
0.25780994277890756,0,0.2541844602803981,0.2296842195105306
0.31263872729588543,1,0.8868000468634049,0.5052134898761707
0.24110708131048447,1,0.7054160582075327,0.8254201186855368
0.24325768490418642,0,0.32663401883204296,0.295219321911188
0.38455624062925864,0,0.18382576014998694,0.2879714841050106
0.43313860306281327,0,0.40065959527752953,0.2154548216078384
0.2596051384824252,0,0.3332831562483063,0.1648810971223747
0.485722102639628,1,0.7501818744926549,0.7275797626288426
0.6644138693319921,0,0.4907607224673711,0.49936215498266484
0.6433311812721856,1,0.6281144248451159,0.6391699552977189
0.6443916460603207,1,0.49080224725886923,0.37734605384059744
0.42727297611006704,1,0.5512424626156038,0.476027760724126
0.8377832393970787,0,0.3180299128576044,0.456154444076614
0.5526806457129262,0,0.44283556900893667,0.1994823787983181
0.2861848716779117,0,0.31513951309231153,0.17977642047226808
0.42434153571285643,0,0.34373551398149044,0.4714027467066548
0.44187243743447785,1,0.8011979257690405,0.6922985631374238
0.4527124479730379,1,0.7698604721370135,0.8154295692332283
0.14196058236215892,0,0.3171354790933678,0.37067516631034336
0.4495729883016735,0,0.13718762258746808,0.44489564540618004
0.3710017669398275,0,0.42040769831106406,0.2554421505694662
0.65988163880438,1,0.7053511327345696,0.6946376653728699
0.5829343093021602,1,0.857700259121147,0.6411827486498083
0.4947262099617648,0,0.27101735435687463,0.15591613464027337
0.4063475012598383,1,0.6231462541230437,0.5043678549132639
0.4676222302960473,1,0.7326369329467748,0.7688541095470237
0.5325962684089558,1,0.8452767092612842,0.5994672989542655
0.41201314950737417,1,0.9281093596094648,0.7356034004933281
0.7450799842845837,1,0.8043746820585739,0.6403040159980135
0.5484226970086415,1,0.742742217044284,0.614611316773485
0.5303477510971184,0,0.439879501213282,0.26256998760000333
0.5915715671823003,1,0.6871098659866546,0.518648900229827
0.17335184037029075,0,0.30681563987668964,0.2929457738500788
0.45894650502555534,0,0.31227475971361596,0.4687283428026668
0.11161705480220654,0,0.2599041862574766,0.2057023350241231
0.7656375779672869,0,0.5128609675225402,0.6909725487697466
0.8217641669775846,1,0.6492838529529876,0.734048229533814
0.21927170752607966,1,0.7443491046499803,0.6161231104216888
0.3152271608287621,0,0.43766820844075177,0.23887947597250742
0.5111413721153553,1,0.7965776421025471,0.8463423319291651
0.14072579595903917,0,0.29882049010224293,0.1846207028860878
0.29546844309551507,1,0.854515075632913,0.6514919577538627
0.8122244468786791,1,0.5946435535263368,0.7060213073605881
0.6276710997837157,1,0.7420971852139647,0.670422939940921
0.45212435184079924,0,0.0,0.28856711808022795
0.2764749001815522,0,0.4380884524789165,0.2693392759872722
0.4710094523541858,0,0.4230710488421292,0.5392100636050378
0.5610999511898149,0,0.231228240060701,0.6112845343425836
0.44359412196016584,0,0.20129001760664694,0.5356490244328217
0.7284749391663997,0,0.30340906329718054,0.45619851598514916
0.1583879218439639,0,0.3831464757732485,0.16732959006012965
0.5245821484220862,0,0.6018660606015405,0.43513508760226466
0.43869916688134764,0,0.46987975403788984,0.3771736494784512
0.7894277164762231,0,0.4631912773718563,0.5544209521091628
0.30899735215042623,0,0.27886513228137577,0.2926570893832297
0.5014279522334455,1,0.9213883077556642,0.8377701071948921
0.4660172452480889,0,0.2885402121141979,0.4391956602001908
0.5546609558326265,0,0.4486453608612993,0.6096365788865866
0.654895296536868,1,0.5439439402913507,0.6134662228302235
0.29293421064939457,1,0.5910532912041976,0.6135400377468578
0.5296027211597273,0,0.6711881183647418,0.07161595218297977
0.4113360429336789,0,0.32325959514553054,0.29382259543476447
0.6112543875771773,1,0.5247107159832874,0.6321256099925203
0.359409493733717,0,0.10826525652054146,0.3475695491779204
0.5586854149379549,1,0.6559745184491709,0.7719303250074033
0.3989270443254107,0,0.29204418465381904,0.37084246227842055
0.46056803042728295,1,0.6652156463047432,0.5585040301719763
0.6927936427397265,1,0.5760846198902194,0.6956615841234207
0.37463659115682935,0,0.2779513999077742,0.442046499275928
0.42429898890160683,1,0.7886859897851728,0.5659040690680124
0.44246621818483534,1,0.7850239653856722,0.8270012936021566
0.4610544590291239,0,0.2661176316492123,0.22975489154182743
0.6453948490880024,0,0.23817602945814015,0.55205286413897
0.3785814956003427,1,0.5674341013957299,0.5498969536770628
0.5283558100442688,1,0.5525306297358714,0.5688851411729551
0.648402006485953,1,0.7138535780152088,0.5810197199130105
0.34440166185408433,1,0.5501965628044237,0.5217273838150969
0.27673132318800076,0,0.32686487691826377,0.5483819836345231
0.6202868085433121,0,0.4778698777929313,0.5005500455107095
0.40576509759240836,0,0.2839727095770957,0.545011270226831
0.1719269348862753,1,0.6951980738717285,0.2909853168650375
0.6421633411369512,0,0.2757244569128651,0.6602128267528053
0.6156389864260611,1,0.5606589024492199,0.7246890933085478
0.8475589896625364,1,0.3646897589946931,0.7804283485046526
0.686752018979822,1,0.6446327795127688,0.754515198692598
0.4960409634406976,0,0.2483955053149341,0.2799200523990239
0.6798785116238789,0,0.4782761469784418,0.29834693779884647
0.6335320347190475,0,0.37345959122165384,0.3732329475422908
0.6852905965620488,0,0.4993288167218398,0.3128155386072029
0.4174393875512266,0,0.44228928174252985,0.47993716975881695
0.6660559188009845,0,0.29908162833799073,0.44030255672088314
0.564038778841985,1,0.7810192661448258,0.6056401968103311
0.7524956341116165,1,0.7776789243825785,0.8742727606562286
0.5133242644321041,1,0.7017785471414598,0.5763606259818165
0.38701801777314987,0,0.5010590367761641,0.28753049204617565
0.14738064571653967,0,0.3257608171280647,0.2189006971428447
0.5361347222001684,0,0.3343420864739326,0.5716327883944531
0.6891472667961557,0,0.47110415130815364,0.5866047693616049
0.5226586496105288,1,0.8164566401024768,0.7513705127408907
0.3463984108901845,0,0.281206664831303,0.386639550325837
0.39104178190576944,1,0.6405494494861954,0.5726244129710911
0.23334457942390907,0,0.4059887545086386,0.38334088761311086
0.4940495997804087,0,0.4022259669859529,0.13310137716283582
0.4490945843621437,1,0.5597428921782797,0.4018811432593108
0.5917523576992737,1,0.7262189069073489,0.8267502655853488
0.2432912905373985,0,0.1650240323369884,0.26712462712386553
0.7851542690370497,1,0.6437888453219334,0.6802616599373866
0.5607445944821493,0,0.3183506592376121,0.3566840691366632
0.7430293709592489,0,0.3070438620544918,0.5242050783346746
0.7975675241634966,1,0.4563453720420111,0.8106175213728882
0.8943360193358899,0,0.3074136903346397,0.615584398049626
0.4670815713385281,0,0.3456508595683222,0.31313790129832814
0.5686459660825096,1,0.5880795096233052,0.6967325126097729
0.8290752464117306,1,0.718842994918621,0.8471993271732435
0.5869302303364045,0,0.25040960552974134,0.4437509320120971
0.5326380276393455,1,0.5889877724702506,0.7546003459238761
0.713169846864183,1,0.5808874114276252,0.7485339318883267
0.14993019397497812,0,0.15214375677957429,0.2019516839168116
0.48204334956691136,0,0.44833100370900464,0.3655523796826034
0.5783974121108906,1,0.5171086981342266,0.6676633478951118
0.18011646161020814,0,0.2851950316290317,0.2865014090210387
0.3798773677484712,0,0.3460525803273782,0.38170208394860894
0.32747901702156185,0,0.19187945205783422,0.23704074543599946
0.7443727033802239,1,0.5694027581815713,0.6778686569731959
0.3938309202847311,0,0.10179116267303917,0.31680866270252644
0.43375434682996455,1,0.6764547336275544,0.5866991678045502
0.4548220324162542,1,0.7770072479167719,0.6596883474648699
0.5506991583016588,1,0.7163459777615531,0.8910226560479025
0.4518818688630949,0,0.34177625327527644,0.35729760675903643
0.8226423332856869,1,0.6758273775412533,0.764383929669195
0.45552595263991286,0,0.35339377453102316,0.24565859574472534
0.4927518846797262,1,0.7932148427055096,0.6236863566652696
0.5816096428274181,0,0.18757088168415015,0.45227515009747804
0.4826203054782865,0,0.4057854037033283,0.6769948807494689
0.7123415016919764,0,0.49533194384620033,0.4230326372352665
0.5312143399445065,1,0.6306122517504896,0.43888434616279287
0.7716481572913568,1,0.6681614981696398,0.8192179843373589
0.540588229020234,1,0.6149823115566548,0.42902067026655266
0.6796923605365957,1,0.9316163549632513,0.8391608389719939
0.6724082186656675,1,0.6054204482948402,0.6807359807867411
0.4246081105951219,0,0.2467829921082036,0.31260682206814067
0.544657940618538,1,0.6297421915299412,0.3778352874007296
0.18070358920929128,0,0.2747701270382694,0.3087514293140716
0.4467468546663218,0,0.41961295642097307,0.3485356304391723
0.5675500992631256,1,0.6312462022470754,0.473980543425838
0.5237783429534274,1,0.8310527846406394,0.8299657992883589
0.4517049203277835,0,0.25759414267440245,0.5098299525781133
0.4320938139559267,1,0.8649611341927625,0.6174757186600665
0.3996678835074238,0,0.14159507659955886,0.49937000192590025
0.6805023662593233,1,0.6303630435881353,0.8109110562157145
0.5804294178712083,1,0.6335515188255479,0.5532626129833523
0.3545336268754102,0,0.3501437306174866,0.4026651535266127
0.3665141599811447,1,0.7321396970173153,0.47025338650556936
0.5037682610411249,1,0.6369445309719827,0.7903190171464239
0.4875461274737901,0,0.34872121626141594,0.4047578541184822
0.5475081741070549,0,0.2439141686318952,0.257442595605151
0.3794907931660644,1,0.7106265415496431,0.8696442859614325
0.8738681649729642,1,0.6056370983585222,0.724102729766817
0.3690736569882974,0,0.4484824551064099,0.38343101806471247
0.6501974393691285,0,0.5253617174958781,0.5065052234419132
0.2505552021611091,0,0.3655774735768002,0.3444218708050947
0.6622828376925501,1,0.6174599245970137,0.6719391107324104
0.23096459032172859,0,0.22125812065192457,0.2139028609553332
0.3688788262282784,0,0.34553349889182733,0.3164966064189599
0.2679438598532758,0,0.25836313875604877,0.15836308339090144
0.5745102653655949,1,0.6039572161789919,0.4647644599830075
0.8069408431742737,0,0.3141966545741908,0.6148803015702977
0.5709260491487853,0,0.273789644379748,0.5276790264079165
0.41199517557125565,0,0.23359529522260117,0.4985319164046412
0.5810916149007183,1,0.5969974019574054,0.5794853985748203
0.5206723718489666,0,0.3940554641828505,0.5837518770873152
0.41748440520702446,0,0.46632690464239884,0.27264350191141035
0.8113210858237645,1,0.6284206531057266,0.7881377284355017
0.8782568421968737,1,0.5043954016535813,0.7874975255991065
0.3909867509615488,1,0.774896573490675,0.7385160222757682
0.6320078767415069,1,0.5787706679606966,0.96546521899267
0.1343897577337147,0,0.3095409319569986,0.22420653221562578
0.4535326903177537,0,0.21450744984176814,0.11100466919542595
0.5077863515522566,0,0.2966020517113903,0.522536392628834
0.23568282017364206,1,0.7592010936535698,0.5400736270876056
0.7268710134450966,0,0.3186783770007506,0.3864190587540033
0.5804452064648694,1,0.3968384764400685,0.590074011895785
0.7381614980604434,1,0.8776808537879829,0.8104605544307192
0.515495233404258,1,0.6610700259978574,0.6041438623737941
0.46448984905458013,0,0.29827449318317856,0.24814860526202534
0.5836505618315087,1,0.6620928189264619,0.8828408304240999
0.5000303739399722,0,0.5653033448651155,0.35027882549715866
0.7345814246356882,1,0.644143917282419,0.8826304251934106
0.6179519507572071,1,0.6532087313390624,0.8788140838845034
0.25037737888836803,0,0.17907233870138714,0.29917719739548343
0.4066548001709105,0,0.3846672899760181,0.37077647060642493
0.4177723926312338,0,0.20260207389360135,0.36450168929729565
0.21907824192889513,1,0.6980009098221328,0.6011958946191204
0.32273462844289075,0,0.4685816433429904,0.3204360424068239
0.8044049804167853,0,0.3626955006967814,0.652761761398838
0.5950768772033269,0,0.4981160071049474,0.2586896917252041
0.6514976550685558,1,0.6714327485069839,0.7530380772811999
0.6739133012626203,0,0.30814275099384697,0.5681669373742788
0.18945013879312894,0,0.20935480789255884,0.2878884902153343
0.27695919844373107,0,0.022934373195251347,0.4582601969119731
0.5547953194554012,0,0.4425200611299685,0.5791314560116204
0.596175560637042,0,0.38931972535487375,0.5025688814381419
0.7762927448603653,1,0.7411080620061354,0.8461537325638901
0.30059198927010583,0,0.32075953189532963,0.20070737775906278
0.18051879198035972,0,0.22926936117246585,0.2701699414534443
0.8681686509375404,1,0.4415538074300389,0.8645239314982559
0.7090679935138776,1,0.8043964138545401,0.8364891975780797
0.5320971833364887,0,0.34827506707077244,0.7188035636709115
0.5850930852339319,0,0.2823753599401444,0.21917076832448273
0.6239963398015544,1,0.8050311880769966,0.7138641646055237
0.2784962469984242,0,0.3415460259312436,0.47383635731385293
0.5253889117948277,1,0.5741699254683484,0.6181105038565902
0.8462296188309341,0,0.42833062702861224,0.5976718091310987
0.28659345637459027,0,0.46761504068149107,0.4966377303351866
0.23671981595851918,1,0.665848857358494,0.4640958593513916
0.4718839391600051,0,0.29194339929563284,0.41614812674836965
0.78539907475722,1,0.8157115218746447,0.7368303600239952
0.5882901206235215,0,0.22364831626754164,0.5283971968990978
0.6947788077037441,1,0.47365138575318744,0.7837749742581811
0.3090480053809387,1,0.6454041713138098,0.6368747405820318
0.7863058139472899,0,0.31017971640393016,0.7311108722640737
0.46688163639240365,1,0.6264258612747068,0.4947951862794966
0.8793188262786306,1,0.5357237001809854,0.9018172184846436
0.4408862163486276,0,0.14759348051753074,0.7610919818746148
0.5321597731297868,0,0.3282402721783748,0.41209929026941317
0.8410332751886984,1,0.49749644480828864,1.0
0.28465139905782405,0,0.3178607892316484,0.4031926230078248
0.40300074507674016,0,0.20233942966900403,0.20584805192976913
0.7608628490794169,1,0.6643174808788902,0.6968383392466679
0.5944272236142614,0,0.22121321814766934,0.28788633691741333
0.3033917158402199,0,0.46030690210660413,0.29017748151553596
0.5650447641817891,1,0.8202275642100915,0.6964060663180633
0.446706313772315,0,0.1949367552242922,0.5046328811328988
0.40373985532456924,0,0.49408063974237965,0.5664627955665054
0.7883028684640219,1,0.6634289369317071,0.7992426578000972
0.51509633677821,0,0.45399798477528375,0.5534228996604763
0.8759113168807814,1,0.5445803761666206,0.8084769790834145
0.6376250208230702,1,0.6938537554814164,0.82433475464322
0.518110528117637,1,0.6076156953633879,0.5830063045729608
0.6414437727301898,1,0.851992642756968,0.8315182666548862
0.305537295326929,0,0.4437761077859958,0.19823475972068255
0.7912404021683083,0,0.1983806165744897,0.5621665234039168
0.5702440786397033,1,0.8364212798165036,0.6556007650532684
0.26917802555987747,0,0.25622239767549215,0.28255920237806126
0.6221068294545128,1,0.6894825653078374,0.5317192240087258
0.16728596737041762,0,0.28574511906743627,0.04978506315614314
0.4992866143351515,1,0.7311565656450191,0.4969701286589126
0.2915519405648353,0,0.3655213316986179,0.2763974014943694
0.489858973814956,0,0.17065834729059276,0.5198845112935274
0.8192306083962996,0,0.36416129534895636,0.5261398092257321
0.3025571087035451,0,0.5970924330740038,0.257918820877346
0.4070052053186879,0,0.24144501919768763,0.2744287637602942
0.7245956977868382,1,0.6332727968513241,0.5471189852538211
0.39186428416574465,1,0.7246754038605461,0.7899423329092053
0.4651924084966452,1,0.7775362599021169,0.6843052847442198
0.43264236571605386,0,0.3909327604857291,0.3828043120086501
0.7328818633125445,1,0.5579784454882538,0.7924670659258601
0.6748651142642399,1,0.9188671986477082,0.672829711573253
0.7556951262128263,0,0.25641329346272307,0.3606765486011097
0.7300679836266988,1,0.6025634799846,0.679152599580609
0.8074189042756098,1,0.7501680972225696,0.8298830647938592
0.6464042614226782,1,0.8397422710146374,0.7868669326953124
0.3204571820337479,0,0.4407919790974021,0.19909160690659075
0.28387159859521394,0,0.3888611886915432,0.32398138630985696
0.4290084148471457,1,0.7015767392185452,0.44864704942935535
0.28168328538368853,1,0.4859987850961456,0.45131463057883764
0.3536103121941924,0,0.28638418775075336,0.5328162896199752
0.2612216285725155,1,0.7928310673320328,0.5572642444042794
0.2750369784583049,0,0.399652663697652,0.36933983900445116
0.37423923297966905,1,0.8802033557751987,0.6792808204828465
0.34264588968197174,0,0.44993951074706323,0.38925382972379136
0.14482996258746456,0,0.3393504347909518,0.23759856674957283
0.21842359254319227,0,0.428240675951145,0.18664035060773834
0.41103833683670493,0,0.42160921294051634,0.5495593471805131
0.4640545801642228,0,0.39610180471187073,0.38550606103885215
0.3848235142088419,0,0.437909051411616,0.09126691994960205
0.7371218355563682,1,0.5860896308050989,0.7614562258058383
0.1504414273660815,0,0.43855763453149665,0.25748094193594656
0.257327910532003,0,0.2371126183153633,0.35376834950411895
0.5600419542970985,1,0.8122620643174087,0.5898169614489029
0.2894641259134546,0,0.4142998686767537,0.26703761761943584
0.567163794356129,1,0.8002124769441075,0.6658453281328394
0.4589034350877763,1,0.8300876591418486,0.6383784947747966
0.7227537742057959,1,0.7521892791846094,0.8187731750152546
0.6814259516917444,1,0.5326927635710352,0.678629422467933
0.4255835975802579,0,0.2886822652886399,0.5670223810032011
0.06073115355893492,0,0.3382073951429989,0.20808872563717268
0.7301431738660333,1,0.8011951860449803,0.8669146182913994
0.8766718991414516,1,0.720993089489703,0.7513571753038771
0.48148445710307664,0,0.29046485324136134,0.45121255057435566
0.3085392996450564,0,0.3606667571226844,0.308529529144402
0.7812926967802117,1,0.9998018850976402,0.7185083759255457
0.8733496831328271,1,0.741495380027706,0.3942933570706952
0.348821119462248,1,0.8799716567810876,0.5869782680653022
0.39031017835112314,1,0.5535233397634898,0.4597526782280855
0.48206786216215536,0,0.2641570320654176,0.437061884666775
0.574863238828978,1,0.7323177284262947,0.7341606345004807
0.44872837572601687,0,0.3061484362023493,0.3689835913786495
0.45532016676964276,1,0.5645279396741018,0.7246530267324502
0.5024241066056097,0,0.034902317040329825,0.4766807976411137
0.44682226195971964,0,0.568474230581463,0.49852287366677256
0.3974929603108966,1,0.6690288220074226,0.8029053364447489
0.8066395903782037,1,0.6510960411144776,0.7953422361806937
0.6335419214390962,1,0.6366112372445711,0.8065410369050315
0.6544808261163847,1,0.8294586853936237,0.7570487736618496
0.7586218315539266,1,0.6912343751197112,0.9212127705318178
0.2582521343312067,0,0.04049512797291111,0.45369441799177157
0.45562605834156195,1,0.8070031281670825,0.6414530628233106
0.5015337925170039,0,0.34395276427209764,0.28609651251195
0.6354046375102111,1,0.6725129819825781,0.4719904398501649
0.3732791000917761,1,0.8615128124892032,0.6091783806957765
0.754003654706026,1,0.6954671814356719,0.7988146974713994
0.46213729746971793,0,0.34134396298777314,0.3361513036289772
0.6722102249443328,0,0.37371606507787963,0.572374411043682
0.45223065834995463,1,0.6690567553586921,0.5428171924864281
0.7992403199674294,1,0.6207055859784446,0.8482630149706082
0.32979536262477416,1,0.4482311605571666,0.5375716370957511
0.5098809066957253,1,0.7653430476511779,0.5870557813295884
0.723124788985679,1,0.586680582313683,0.8004083222566231
0.582823703526065,1,0.7116765612501473,0.6281211130062481
0.45103605646260964,0,0.13803376245296894,0.30091178723707057
0.5922864623480594,0,0.5654085652630115,0.5058277247770383
0.7296842120671483,1,0.7197385779495519,0.710384736709664
0.7559685050194116,1,0.6371414499143991,0.8532397992034866
0.5791055788939311,0,0.4746955949768471,0.5807809730261057
0.4356798811416445,1,0.7413912315430837,0.5647185212492388
0.40274899629116784,0,0.5421887718995952,0.6292270994386537
0.5659424717681318,0,0.28837994636289177,0.4103645177426641
0.23154183807459505,0,0.24353946669813897,0.21647637673566436
0.5837536528446996,0,0.4671413503547499,0.33912411554336586
0.35785855184882537,0,0.5196399487326436,0.268865598279564
0.4955668283905624,0,0.17838610899010912,0.44301365207562676
0.5712636275864594,0,0.34516175066451393,0.32000847395731064
0.2477415979112016,1,0.6463624846765715,0.5626396252232346
0.47639639583271015,0,0.43198701963643205,0.41663999242062694
0.7863323796737832,1,0.6938409400297957,0.900595183151301
0.6639328509253669,1,0.8321188054825548,0.7291192027964347
0.43142940162368415,0,0.4328785223264343,0.2447691328535844
0.6493044524127929,0,0.45894751955545515,0.34931987153132715
